psp,txn_id,order_id,operation_type,provider_ref,currency,cause,corrected_from,engine_usd,provider_usd,corrected_usd,correction_usd
paypal_eu,TXN-102398,ORD-502398,SALE,9MKT2QWTD1KLZKZKH,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-102321,ORD-502321,SALE,8CJTBFTZVHX6S7Y4K,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103618,ORD-503618,SALE,97LUBZNWXHY98VANH,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-107834,ORD-502234,REFUND,KDQY8L4HP2Y66BPDX,EUR,matched,engine,-10.87,-10.87,-10.87,0.00
paypal_eu,TXN-103179,ORD-503179,SALE,A8Z3TNFNX85RBU6TT,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-103289,ORD-503289,SALE,8G7LDQ55DYM7PHVUG,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103112,ORD-503112,SALE,CGXEEG0ZNULPBXPZZ,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-102625,ORD-502625,SALE,RYRU8ZUDGWADM4FKW,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-102443,ORD-502443,SALE,BZZNLTW5YNA3M2M2U,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-102820,ORD-502820,SALE,4CJCA2P4EPA7MY8YY,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-102748,ORD-502748,SALE,XMNSJEE0HBKY9FJD5,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-102552,ORD-502552,SALE,GHADFYYQ74FKS7DCL,EUR,matched,engine,10.87,10.87,10.87,0.00
paypal_eu,TXN-102844,ORD-502844,SALE,F6W6SPWSTX816FX67,EUR,matched,engine,65.26,65.26,65.26,0.00
paypal_eu,TXN-102734,ORD-502734,SALE,5BSY4SRJM8AQ55AN5,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103889,ORD-503889,SALE,7FR6YD0WK0HE7PPHA,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103260,ORD-503260,SALE,GKZR88GZT5057A5XU,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103210,ORD-503210,SALE,4X1H0FBVMA47TFX36,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103206,ORD-503206,SALE,QC9EB9PNST86CSTRP,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103042,ORD-503042,SALE,3KWEVDY2DS7YK5FUL,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103446,ORD-503446,SALE,GNTZRV0DSA7HSK02Y,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103360,ORD-503360,SALE,ERZ4ZL1HLRU8VWAF4,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103142,ORD-503142,SALE,GYWVP3M3MFLK4W9R1,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102183,ORD-502183,SALE,UKFKW3SU05SB3H2UH,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103035,ORD-503035,SALE,H1799SK9D00EHSXZP,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103577,ORD-503577,SALE,DL57MZEMNVQXNVL6Q,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102144,ORD-502144,SALE,NJ0HYQK8LVY47Q51A,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103412,ORD-503412,SALE,4D75HDX1GUSZ4UF10,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102424,ORD-502424,SALE,GE4380AEFGNS3ZQ4F,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103735,ORD-503735,SALE,74UWWTRATQF0Y60WL,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102546,ORD-502546,SALE,LE32BM02X14BU0Q83,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102538,ORD-502538,SALE,G4DTF67EF1JESCKWN,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103161,ORD-503161,SALE,7YH1E7AKNC64XD8C0,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103694,ORD-503694,SALE,PXQLFBBP2ACXQ513V,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102542,ORD-502542,SALE,9AVYXHN575GUMJSBK,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103687,ORD-503687,SALE,P1P3AFTB2HZTSESHL,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103650,ORD-503650,SALE,DWWVRPMTEXDRH1LLH,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102518,ORD-502518,SALE,33D9ASBRVAR20Y1SD,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103857,ORD-503857,SALE,7Z2Z5WP0CY7LULD75,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102906,ORD-502906,SALE,KN1W4FKT4CNS767HT,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102291,ORD-502291,SALE,PCHJBA5U529Q86PNG,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102535,ORD-502535,SALE,Z83T23EGT0DQBWW0J,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102690,ORD-502690,SALE,7L57PCME7N4JTTGDJ,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102236,ORD-502236,SALE,88LEAB05E15H8KNS0,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102375,ORD-502375,SALE,TG0NR6R426QVS4TJY,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102402,ORD-502402,SALE,DZ4NS2XUTNKF7RPKA,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103847,ORD-503847,SALE,Q0H0PNSXQLXWHCYB3,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102971,ORD-502971,SALE,BVKUL92WEC6AP4NCW,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102951,ORD-502951,SALE,7B1299XEPC1R7GC1D,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102326,ORD-502326,SALE,RMSF0JVBNP599BUPD,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103342,ORD-503342,SALE,BJ5GMA16JRU9R04MS,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103740,ORD-503740,SALE,QQP4X9GPMF9J7AMZ3,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103085,ORD-503085,SALE,9CS45RG9G9DB9U219,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102859,ORD-502859,SALE,UL0UYHXECU08MRH9M,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102522,ORD-502522,SALE,UZP9GRE0S2LXV8AAK,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102983,ORD-502983,SALE,XN9SFKJP4AVQXAJTE,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102607,ORD-502607,SALE,22A9WP524428A9HGA,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103349,ORD-503349,SALE,9BY0V8T61PFF7SMBT,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103443,ORD-503443,SALE,ZA7ADQLGUR3WF3HHE,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103277,ORD-503277,SALE,4Q0JVS21BF1UA1L9M,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103893,ORD-503893,SALE,5LU39M4J535GYV1LC,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103004,ORD-503004,SALE,0JT7D5034BG9BJZBY,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103768,ORD-503768,SALE,YQWM6JKDATPPCX9SP,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103248,ORD-503248,SALE,KNHPJ1SFJCPA02U4U,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103752,ORD-503752,SALE,BGH9M1PWUY9H0TJCP,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102636,ORD-502636,SALE,YYDBWWMDTYS9LPRKA,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-107847,ORD-502853,REFUND,B1PN8WCXYSM77BCH9,EUR,matched,engine,-27.23,-27.23,-27.23,0.00
paypal_eu,TXN-102530,ORD-502530,SALE,VPT2U8E1CF7YGFX4V,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103008,ORD-503008,SALE,XQT0NFNTQ8HEVJSTM,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102550,ORD-502550,SALE,FH1RT2YV3N72ZT5TS,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102478,ORD-502478,SALE,8N8P896X8VY1GCU7P,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103325,ORD-503325,SALE,9SX9B6C5Y7WRR6TS9,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102888,ORD-502888,SALE,6ZGMJHSQRBWHKJ4S9,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-107846,ORD-502831,REFUND,75FFAFXAL95DU2L1U,EUR,matched,engine,-10.88,-10.88,-10.88,0.00
paypal_eu,TXN-102993,ORD-502993,SALE,YVB4BFNAJD1N5Q7PX,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102286,ORD-502286,SALE,9EEQ3T1EWEGAQCPSG,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103839,ORD-503839,SALE,EEZCZSSNE5CL4K8FG,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102794,ORD-502794,SALE,A483VR2YZ15U33QJQ,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103331,ORD-503331,SALE,X93CT97LC77N0Q152,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103060,ORD-503060,SALE,00MHBKULMJ867RELP,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102360,ORD-502360,SALE,YJT97G9G9TU6P6EX1,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103241,ORD-503241,SALE,VEN16LWL6T56VSYNQ,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103724,ORD-503724,SALE,ASB9QEKL8V34YYPNQ,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103287,ORD-503287,SALE,7KYJVEBT3KDMQ6MSQ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103250,ORD-503250,SALE,YKWLBEXTM4PDHFTWC,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103570,ORD-503570,SALE,KKGJ01MHZ9B0CAFKE,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103173,ORD-503173,SALE,EEFNN8FFSKM5Z217Z,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103019,ORD-503019,SALE,8C3F8WC4CQS9M4WQL,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103671,ORD-503671,SALE,Y8TQ9KSY19U44W6SC,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102681,ORD-502681,SALE,0AR85QR63YUHZLBCY,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103083,ORD-503083,SALE,761058PTZ91VSVVAM,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102804,ORD-502804,SALE,7C8V0NGARVUMF9K8M,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102726,ORD-502726,SALE,3HWSC841BMBRBL7TX,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103125,ORD-503125,SALE,JSH3SMFW69K0PGY0M,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102341,ORD-502341,SALE,KFSCJHW836VA86UNJ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103781,ORD-503781,SALE,V146H1RDQXXRU4TLH,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103322,ORD-503322,SALE,D8PVRD7J5VX8EZUSH,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103082,ORD-503082,SALE,GQT1HA0Z0W0C20PJS,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102396,ORD-502396,SALE,NQH328CDFUEKQM65V,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-102470,ORD-502470,SALE,R38P4VFKSNLAW32VZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103030,ORD-503030,SALE,XE763HVQZEYLU71P8,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103586,ORD-503586,SALE,5X5QY0ZABHW48DMYU,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102419,ORD-502419,SALE,D515EU6UA67NFV476,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102493,ORD-502493,SALE,8CV86R5G94RGQNWDW,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102253,ORD-502253,SALE,LB94UD1NU9YZW378G,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102527,ORD-502527,SALE,FWPYC3UJ6Y7FJ1AR6,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103350,ORD-503350,SALE,LNJJ3VYL0G6FQSGF5,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102189,ORD-502189,SALE,D1UUWC9KUUZTXPAJQ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102958,ORD-502958,SALE,U3RJW3QBNYV5QW1RJ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102589,ORD-502589,SALE,NCBTH3YJ3XH0DG8XH,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102306,ORD-502306,SALE,G7RBMSUHKD05DMX57,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103497,ORD-503497,SALE,2SFYBWRBVFCEM794X,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103696,ORD-503696,SALE,UZGRXGGCRT56ST51N,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102337,ORD-502337,SALE,EQ2BU8G3YZ7MQ4CSN,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103067,ORD-503067,SALE,TZ1GXDSHJV1JPL4RC,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102830,ORD-502830,SALE,JBTQ5P06QW38JM0C1,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103045,ORD-503045,SALE,GBKM117TX25P4TRH5,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102846,ORD-502846,SALE,NRDDEZ8470U56RHQF,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103117,ORD-503117,SALE,GATMB6NJKMKK3GT67,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102920,ORD-502920,SALE,37568ZVEJWGFU9FVA,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102131,ORD-502131,SALE,1645JDFQ0CHCH80G1,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102855,ORD-502855,SALE,F55R9M0JPJ4UST0SF,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103612,ORD-503612,SALE,J2UXZXGHR79TBV29A,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103425,ORD-503425,SALE,RJ91PXDQ4N4HTHDAL,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102259,ORD-502259,SALE,KN64YAFYRT0T31TB3,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102706,ORD-502706,SALE,7LJ1KA9A1UGC93HRS,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103775,ORD-503775,SALE,GKAZTB192HL4R43T9,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103379,ORD-503379,SALE,HXQHBUNRPHETZCBKA,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102301,ORD-502301,SALE,VFWU5LNGWHK69A1YR,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102664,ORD-502664,SALE,W8W76MWZ896Y3E198,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103619,ORD-503619,SALE,PQWUN15E63BGPEFS1,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-107858,ORD-503444,REFUND,GRY9S89005FM97SBL,EUR,matched,engine,-65.36,-65.36,-65.36,0.00
paypal_eu,TXN-102340,ORD-502340,SALE,J9E6DXGQ1NVDKQWC1,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102968,ORD-502968,SALE,7VNS17YKP1Q7HMDRZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103034,ORD-503034,SALE,9A6WPMDU16ENJYQQU,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103221,ORD-503221,SALE,WQWRQFRH1H24PC3WA,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102622,ORD-502622,SALE,ASTJ4JNBW75KTMCSN,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102246,ORD-502246,SALE,9BQNUFF3QRMKQLZFY,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102225,ORD-502225,SALE,5TD5LEZFKSKB804EZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102747,ORD-502747,SALE,1H3T2BDT6D6LVAA2H,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103784,ORD-503784,SALE,LAC4BNZWZHNALVY4T,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102290,ORD-502290,SALE,VX8KGYQ0RFTB56W3Y,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102554,ORD-502554,SALE,8GRMVWQ4V3MQ3PBCJ,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103202,ORD-503202,SALE,ECNVPD3UFNXGWWEXG,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103029,ORD-503029,SALE,94489BF0CQ4PNJ5DZ,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102425,ORD-502425,SALE,KR0D2JVXRVQNQ0UFX,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103493,ORD-503493,SALE,TNEQUM7MJ0KVEZ6ZN,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102222,ORD-502222,SALE,7TFY7WTAC22WRRLXZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102472,ORD-502472,SALE,T5604VLXFKYL2KA5W,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103151,ORD-503151,SALE,HENWDFDYVRGCWJJFZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102106,ORD-502106,SALE,4NYZTGVSD40HAA0B5,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103097,ORD-503097,SALE,7FMG4M4KL3Z3LNL8Y,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102644,ORD-502644,SALE,J7W4BR3P6JR2KQ6EL,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103183,ORD-503183,SALE,5QZ87RRUCD6QX5FL2,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103245,ORD-503245,SALE,CHN14YTEHQ252AVKG,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103445,ORD-503445,SALE,G8G9JSNCMBQJGXDZZ,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103367,ORD-503367,SALE,R2RZRLQM9D3E8WJW6,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103753,ORD-503753,SALE,QBPLUTB0F8MMAR9QV,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103876,ORD-503876,SALE,PFYFCA6WM4P8ZAT9J,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102344,ORD-502344,SALE,A7QS4PKLEBUXV78QN,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103190,ORD-503190,SALE,B55EP7LVUSWHUNXPE,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103514,ORD-503514,SALE,QFWPGY4B9AJW8WAXD,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102405,ORD-502405,SALE,6QGQQYREME1ZX0AMV,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102675,ORD-502675,SALE,M5Z159KB4JR3HSUSC,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102516,ORD-502516,SALE,S57J4YDPWWND7Z1QP,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102802,ORD-502802,SALE,U5SVCAU6H045DBBB9,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103020,ORD-503020,SALE,PM0DFQR88EP8SVF60,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102612,ORD-502612,SALE,T9395AVKB3TPADN2D,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102466,ORD-502466,SALE,QVLFM1RYN7GPNVY3G,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102440,ORD-502440,SALE,KPPWQNXDSTK73ZXPJ,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102112,ORD-502112,SALE,5MWKFW00YW3EV08A7,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-102302,ORD-502302,SALE,HLSV7FFEKV283E9BG,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103442,ORD-503442,SALE,GS17DJ87XY7BR7MDZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103647,ORD-503647,SALE,CQ1X4HLYH5YQHBC5R,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102641,ORD-502641,SALE,F48JX8CH3HC67SM9Y,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102799,ORD-502799,SALE,1ABAV16R8EXE1KKRA,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103040,ORD-503040,SALE,JL06XKSQFEY6TUP28,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102760,ORD-502760,SALE,YUGY53BLSV4B0ZBDZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102224,ORD-502224,SALE,T2ZN1GFK2Y16H0HAJ,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102481,ORD-502481,SALE,2AHFX9MTFBZ2G9TFJ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102849,ORD-502849,SALE,R270L0FEV4ER1GWJZ,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102561,ORD-502561,SALE,GGRNKD87GCV702G1F,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103448,ORD-503448,SALE,EVRTJ61ATBAUV5TYB,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103742,ORD-503742,SALE,70HA3AYQNRKFTFXQU,EUR,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_eu,TXN-103280,ORD-503280,SALE,BW1PRYVZMT441CWFR,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102966,ORD-502966,SALE,ZXKZ6RUEK5NCV69Z6,EUR,matched,engine,5.44,5.44,5.44,0.00
paypal_eu,TXN-103160,ORD-503160,SALE,ZG79J8LQ85Q1C1U4K,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-102400,ORD-502400,SALE,RBVXWE9N5EQD6RQQ0,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103171,ORD-503171,SALE,0DMV7KT6RG1H5YNFB,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103335,ORD-503335,SALE,2710Q0XMVVRLZ6R3L,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103320,ORD-503320,SALE,QQZT9YV2CXU5RLUJS,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102667,ORD-502667,SALE,051UBZDHYSBUL3XA7,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-103318,ORD-503318,SALE,9J6NQXRJHW4YDTGGN,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103792,ORD-503792,SALE,Y6P6YREHBLMDATDEN,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103603,ORD-503603,SALE,VUL7GAK05KTPP8ZED,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103795,ORD-503795,SALE,T2DBDNJPLCYFU2V1J,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102647,ORD-502647,SALE,K9KRJ0QD60EP5N137,EUR,matched,engine,27.23,27.23,27.23,0.00
paypal_eu,TXN-103135,ORD-503135,SALE,X3HE44K76HUSUFW2T,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102740,ORD-502740,SALE,QQ67TLPY4E8XJRPM9,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102964,ORD-502964,SALE,06MVJWWRLY1135R4Y,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102603,ORD-502603,SALE,ZPZ2S32SKMQB7VKBG,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-102499,ORD-502499,SALE,ZCW1XXWSZR1XWMBL7,EUR,matched,engine,65.36,65.36,65.36,0.00
paypal_eu,TXN-102783,ORD-502783,SALE,KSRFKG9CRUSN6H1DY,EUR,matched,engine,10.88,10.88,10.88,0.00
paypal_eu,TXN-103098,ORD-503098,SALE,QSQPJVPKBJAWWKXSS,EUR,matched,engine,27.23,27.23,27.23,0.00
